Type      AppliesTo  Path                                                       Snap  Hard     Soft  Adv  Grace  Files    With Overhead  W/O Overhead  Over  Enforced  Container  Linked 
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
directory DEFAULT    /ifs/nngri/RDL/RawDataFileshares/data4/dept5722_2          No    2.00T    -     -    -      56138    3.21T          2.00T         -     Yes       No         -      
directory DEFAULT    /ifs/nngri/RDL/RawDataFileshares/data4/Gads_Savante        No    200.00G  -     -    -      89       11.56M         1.60M         -     Yes       No         -      
directory DEFAULT    /ifs/nngri/RDL/RawDataFileshares/data4/2051data            No    900.00G  -     -    -      102642   1.20T          754.29G       -     Yes       No         -      
directory DEFAULT    /ifs/nngri/RDL/RawDataFileshares/data4/JHF_OpenLab         No    500.00G  -     -    -      1946212  386.60G        129.56G       -     Yes       No         -      
directory DEFAULT    /ifs/nngri/RDL/omdbarch                                    No    200.00T  -     -    -      3767182  203.26T        126.50T       -     Yes       Yes        -      
directory DEFAULT    /ifs/nngri/RDL/RawDataFileshares/data5/CultivationProcess  No    100.00G  -     -    -      925      302.99M        155.49M       -     Yes       No         -      
directory DEFAULT    /ifs/nngri/RDL/RawDataFileshares/data1/dept457             No    8.00T    -     -    -      8        100.00k        505.00        -     Yes       No         -      
directory DEFAULT    /ifs/nngri/RDL/RawDataFileshares/data3/RT_LCMS             No    10.00T   -     -    -      5        44.00k         8.30k         -     Yes       No         -      
directory DEFAULT    /ifs/nngri/RDL/RawDataFileshares/data1/CMT_MSData          No    50.00T   -     -    -      10       105.00k        638.00        -     Yes       No         -      
directory DEFAULT    /ifs/nngri/RDL/RawDataFileshares/data3/NextSeq550_2025     No    5.00T    -     -    -      1        2.50k          12.00         -     Yes       No         -      
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Total: 78                                                                                                                                                                                                    
